,userId,title,rating
55,1,Edward Scissorhands (1990),5.0
56,1,Encino Man (1992),3.0
57,1,Enemy of the State (1998),5.0
58,1,Escape to Witch Mountain (1975),3.0
59,1,Excalibur (1981),5.0
60,1,Face/Off (1997),5.0
61,1,Fantasia (1940),5.0
62,1,Fargo (1996),5.0
63,1,"Few Good Men, A (1992)",4.0
64,1,Fight Club (1999),5.0
65,1,Flight of the Navigator (1986),4.0
66,1,Forrest Gump (1994),4.0
67,1,Frankenstein (1931),4.0
68,1,From Dusk Till Dawn (1996),3.0
69,1,From Russia with Love (1963),5.0
70,1,"Fugitive, The (1993)",5.0
71,1,Full Metal Jacket (1987),5.0
72,1,"Game, The (1997)",5.0
73,1,"Ghost and Mrs. Muir, The (1947)",4.0
74,1,"Ghost and the Darkness, The (1996)",5.0
75,1,Ghostbusters (a.k.a. Ghost Busters) (1984),5.0
76,1,Gladiator (2000),5.0
77,1,Go (1999),5.0
78,1,Goldfinger (1964),5.0
79,1,"Good Morning, Vietnam (1987)",5.0
80,1,Goodfellas (1990),5.0
81,1,"Goonies, The (1985)",5.0
82,1,"Great Mouse Detective, The (1986)",5.0
83,1,"Green Mile, The (1999)",5.0
84,1,Grosse Pointe Blank (1997),4.0
85,1,Groundhog Day (1993),4.0
86,1,Grumpier Old Men (1995),4.0
87,1,Grumpy Old Men (1993),5.0
88,1,Gulliver's Travels (1939),5.0
89,1,Heat (1995),4.0
90,1,Henry V (1989),5.0
91,1,Highlander (1986),5.0
92,1,"Honey, I Shrunk the Kids (1989)",4.0
93,1,Hook (1991),4.0
94,1,Howard the Duck (1986),4.0
95,1,I Know What You Did Last Summer (1997),3.0
96,1,I Still Know What You Did Last Summer (1998),2.0
97,1,Independence Day (a.k.a. ID4) (1996),3.0
98,1,Indiana Jones and the Last Crusade (1989),5.0
99,1,Indiana Jones and the Temple of Doom (1984),5.0
100,1,"Iron Giant, The (1999)",5.0
101,1,JFK (1991),5.0
102,1,James and the Giant Peach (1996),5.0
103,1,"Jungle Book, The (1967)",5.0
104,1,"Jungle Book, The (1994)",5.0
105,1,Jurassic Park (1993),4.0
106,1,King Kong (1933),4.0
107,1,Kiss the Girls (1997),4.0
108,1,L.A. Confidential (1997),5.0
109,1,Labyrinth (1986),4.0
110,1,Ladyhawke (1985),4.0
111,1,"Last of the Mohicans, The (1992)",3.0
112,1,Legend (1985),4.0
113,1,Lethal Weapon (1987),4.0
114,1,Live and Let Die (1973),5.0
115,1,"Lock, Stock & Two Smoking Barrels (1998)",5.0
116,1,Logan's Run (1976),3.0
117,1,"Longest Day, The (1962)",4.0
118,1,"Lord of the Rings, The (1978)",5.0
119,1,M*A*S*H (a.k.a. MASH) (1970),5.0
120,1,Mad Max (1979),5.0
121,1,"Man with the Golden Gun, The (1974)",4.0
122,1,"Mask, The (1994)",4.0
123,1,"Matrix, The (1999)",5.0
124,1,McHale's Navy (1997),3.0
125,1,Men in Black (a.k.a. MIB) (1997),3.0
126,1,"Messenger: The Story of Joan of Arc, The (1999)",5.0
127,1,Mission: Impossible (1996),3.0
128,1,Monty Python and the Holy Grail (1975),5.0
129,1,Monty Python's Life of Brian (1979),5.0
130,1,Mr. Smith Goes to Washington (1939),5.0
131,1,Mrs. Doubtfire (1993),3.0
132,1,"Mummy, The (1999)",2.0
133,1,"Negotiator, The (1998)",5.0
134,1,"NeverEnding Story, The (1984)",5.0
135,1,"Newton Boys, The (1998)",5.0
136,1,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.0
137,1,Office Space (1999),5.0
138,1,Pete's Dragon (1977),3.0
139,1,Pink Floyd: The Wall (1982),5.0
140,1,Pinocchio (1940),5.0
141,1,Planet of the Apes (1968),5.0
142,1,Platoon (1986),4.0
143,1,Predator (1987),4.0
144,1,"Princess Bride, The (1987)",5.0
145,1,Psycho (1960),2.0
146,1,Psycho (1998),2.0
147,1,Pulp Fiction (1994),3.0
148,1,"Quiet Man, The (1952)",5.0
149,1,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
150,1,Red Dawn (1984),5.0
151,1,"Rescuers, The (1977)",5.0
152,1,Reservoir Dogs (1992),5.0
153,1,Return to Oz (1985),3.0
154,1,Road Trip (2000),4.0
155,1,"Road Warrior, The (Mad Max 2) (1981)",5.0
156,1,Rob Roy (1995),5.0
157,1,Robin Hood (1973),5.0
158,1,RoboCop (1987),4.0
159,1,"Rock, The (1996)",4.0
160,1,"Rocketeer, The (1991)",5.0
161,1,Rocky (1976),5.0
162,1,"Rocky Horror Picture Show, The (1975)",3.0
163,1,Romancing the Stone (1984),4.0
164,1,Run Lola Run (Lola rennt) (1998),5.0
165,1,Rush Hour (1998),4.0
166,1,Rushmore (1998),5.0
167,1,SLC Punk! (1998),5.0
168,1,Saving Private Ryan (1998),4.0
169,1,Schindler's List (1993),5.0
170,1,Scream 3 (2000),5.0
171,1,"Secret of NIMH, The (1982)",5.0
172,1,Seven (a.k.a. Se7en) (1995),5.0
173,1,Shaft (1971),5.0
174,1,Shaft (2000),4.0
175,1,She's the One (1996),4.0
176,1,"Shining, The (1980)",3.0
177,1,"Silence of the Lambs, The (1991)",4.0
178,1,Sister Act (1992),3.0
179,1,Sleeping Beauty (1959),4.0
180,1,Small Soldiers (1998),4.0
181,1,Sneakers (1992),3.0
182,1,So I Married an Axe Murderer (1993),4.0
183,1,Song of the South (1946),4.0
184,1,"South Park: Bigger, Longer and Uncut (1999)",5.0
185,1,Space Jam (1996),3.0
186,1,Spaceballs (1987),5.0
187,1,Star Wars: Episode I - The Phantom Menace (1999),4.0
188,1,Star Wars: Episode IV - A New Hope (1977),5.0
189,1,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
190,1,Star Wars: Episode VI - Return of the Jedi (1983),5.0
191,1,Stargate (1994),3.0
192,1,Starship Troopers (1997),3.0
193,1,Superman (1978),4.0
194,1,Superman II (1980),5.0
195,1,Swingers (1996),4.0
196,1,"Sword in the Stone, The (1963)",5.0
197,1,"Talented Mr. Ripley, The (1999)",1.0
198,1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),4.0
199,1,Teenage Mutant Ninja Turtles III (1993),4.0
200,1,"Terminator, The (1984)",5.0
201,1,"Texas Chainsaw Massacre, The (1974)",5.0
202,1,That Thing You Do! (1996),4.0
203,1,"Thin Red Line, The (1998)",5.0
204,1,"Three Caballeros, The (1945)",5.0
205,1,"Three Musketeers, The (1993)",4.0
206,1,Thunderball (1965),5.0
207,1,Tombstone (1993),5.0
208,1,Tommy Boy (1995),5.0
209,1,Total Recall (1990),4.0
210,1,Toy Story (1995),4.0
211,1,Toys (1992),2.0
212,1,Transformers: The Movie (1986),4.0
213,1,Tron (1982),4.0
214,1,Twister (1996),3.0
215,1,"Usual Suspects, The (1995)",5.0
216,1,Very Bad Things (1998),5.0
217,1,Wayne's World (1992),5.0
218,1,"Wedding Singer, The (1998)",4.0
219,1,Welcome to Woop-Woop (1997),4.0
220,1,What About Bob? (1991),4.0
221,1,Who Framed Roger Rabbit? (1988),5.0
222,1,Wild Things (1998),4.0
223,1,Willow (1988),4.0
224,1,Willy Wonka & the Chocolate Factory (1971),5.0
225,1,Winnie the Pooh and the Blustery Day (1968),5.0
226,1,"Wizard of Oz, The (1939)",5.0
227,1,"Wolf Man, The (1941)",5.0
228,1,X-Men (2000),5.0
229,1,Young Frankenstein (1974),5.0
230,1,Young Sherlock Holmes (1985),3.0
231,1,¡Three Amigos! (1986),4.0
232,2,Collateral (2004),3.5
233,2,"Dark Knight Rises, The (2012)",3.5
234,2,"Dark Knight, The (2008)",4.5
235,2,"Departed, The (2006)",4.0
236,2,Django Unchained (2012),3.5
237,2,Ex Machina (2015),3.5
238,2,Exit Through the Gift Shop (2010),3.0
239,2,"Girl with the Dragon Tattoo, The (2011)",2.5
240,2,Gladiator (2000),4.0
241,2,Good Will Hunting (1997),4.5
242,2,Inception (2010),4.0
243,2,Inglourious Basterds (2009),4.5
244,2,Inside Job (2010),5.0
245,2,Interstellar (2014),3.0
246,2,Kill Bill: Vol. 1 (2003),4.0
247,2,Louis C.K.: Hilarious (2010),4.0
248,2,Mad Max: Fury Road (2015),5.0
249,2,"Shawshank Redemption, The (1994)",3.0
250,2,Shutter Island (2010),4.0
251,2,Step Brothers (2008),5.0
252,2,Talladega Nights: The Ballad of Ricky Bobby (2006),4.0
253,2,The Drop (2014),2.0
254,2,The Jinx: The Life and Deaths of Robert Durst (2015),5.0
255,2,Tommy Boy (1995),4.0
256,2,"Town, The (2010)",4.5
257,2,Warrior (2011),5.0
258,2,Whiplash (2014),4.0
259,2,"Wolf of Wall Street, The (2013)",5.0
260,2,Zombieland (2009),3.0
261,3,2012 (2009),0.5
262,3,Alien Contamination (1980),5.0
263,3,Android (1982),5.0
264,3,Bambi (1942),0.5
265,3,"Clonus Horror, The (1979)",4.5
266,3,Conan the Barbarian (1982),4.5
267,3,Courage Under Fire (1996),0.5
268,3,Dangerous Minds (1995),0.5
269,3,Death Race 2000 (1975),5.0
270,3,"Deer Hunter, The (1978)",0.5
271,3,"Doors, The (1991)",0.5
272,3,Escape from L.A. (1996),5.0
273,3,Fast Times at Ridgemont High (1982),0.5
274,3,Field of Dreams (1989),0.5
275,3,Galaxy of Terror (Quest) (1981),5.0
276,3,Green Card (1990),0.5
277,3,Hangar 18 (1980),5.0
278,3,Highlander (1986),3.5
279,3,Lady and the Tramp (1955),0.5
280,3,Looker (1981),4.5
281,3,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5
282,3,My Fair Lady (1964),0.5
283,3,On Golden Pond (1981),0.5
284,3,Operation Dumbo Drop (1995),0.5
285,3,Patton (1970),0.5
286,3,Piranha (1978),4.5
287,3,Requiem for a Dream (2000),0.5
288,3,"Rescuers, The (1977)",0.5
289,3,"Road Warrior, The (Mad Max 2) (1981)",5.0
290,3,Saturn 3 (1980),5.0
291,3,Schindler's List (1993),0.5
292,3,Snow Dogs (2002),0.5
293,3,Star Trek: The Motion Picture (1979),3.0
294,3,The Lair of the White Worm (1988),5.0
295,3,"Thing, The (1982)",4.0
296,3,Troll 2 (1990),5.0
297,3,Tron (1982),2.0
298,3,Wallace & Gromit: The Best of Aardman Animation (1996),0.5
299,3,You've Got Mail (1998),0.5
300,4,12 Angry Men (1957),5.0
301,4,"Adventures of Priscilla, Queen of the Desert, The (1994)",4.0
302,4,Afterglow (1997),5.0
303,4,Airplane! (1980),5.0
304,4,Aladdin (1992),4.0
305,4,All About My Mother (Todo sobre mi madre) (1999),5.0
306,4,Almost Famous (2000),4.0
307,4,Amadeus (1984),4.0
308,4,American Beauty (1999),5.0
309,4,Austin Powers: International Man of Mystery (1997),4.0
310,4,Austin Powers: The Spy Who Shagged Me (1999),4.0
311,4,Barcelona (1994),2.0
312,4,Beautiful Thing (1996),5.0
313,4,Beauty and the Beast (1991),3.0
314,4,Beetlejuice (1988),5.0
315,4,Before Night Falls (2000),4.0
316,4,Before Sunrise (1995),5.0
317,4,Being John Malkovich (1999),4.0
318,4,Best in Show (2000),3.0
319,4,"Big Lebowski, The (1998)",4.0
320,4,Billy Elliot (2000),4.0
321,4,"Black Cat, White Cat (Crna macka, beli macor) (1998)",5.0
322,4,Blow (2001),5.0
323,4,Blow-Up (Blowup) (1966),3.0
324,4,Blue Velvet (1986),4.0
325,4,Bonnie and Clyde (1967),5.0
326,4,Bowfinger (1999),2.0
327,4,"Boys from Brazil, The (1978)",4.0
328,4,Brazil (1985),2.0
329,4,"Breakfast Club, The (1985)",4.0
330,4,Breakfast at Tiffany's (1961),4.0
331,4,"Bridge on the River Kwai, The (1957)",5.0
332,4,Bridget Jones's Diary (2001),4.0
333,4,Buffalo '66 (a.k.a. Buffalo 66) (1998),1.0
334,4,Bullets Over Broadway (1994),4.0
335,4,Bulworth (1998),4.0
336,4,Butch Cassidy and the Sundance Kid (1969),3.0
337,4,Can't Hardly Wait (1998),4.0
338,4,Casablanca (1942),5.0
339,4,Character (Karakter) (1997),2.0
340,4,Chocolat (2000),1.0
341,4,Circle of Friends (1995),1.0
342,4,"Circle, The (Dayereh) (2000)",3.0
343,4,"Closet, The (Placard, Le) (2001)",3.0
344,4,"Commitments, The (1991)",4.0
345,4,Conspiracy Theory (1997),1.0
346,4,Cookie's Fortune (1999),5.0
347,4,"Corrina, Corrina (1994)",3.0
348,4,Crimes and Misdemeanors (1989),2.0
349,4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.0
350,4,Crumb (1994),5.0
351,4,"Crying Game, The (1992)",3.0
352,4,Dazed and Confused (1993),1.0
353,4,Dead Again (1991),5.0
354,4,Defending Your Life (1991),3.0
355,4,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4.0
356,4,Dial M for Murder (1954),5.0
357,4,Divided We Fall (Musíme si pomáhat) (2000),4.0
358,4,Donnie Brasco (1997),4.0
359,4,East is East (1999),2.0
360,4,Eat Drink Man Woman (Yin shi nan nu) (1994),5.0
361,4,Ed Wood (1994),2.0
362,4,Election (1999),5.0
363,4,Elizabeth (1998),2.0
364,4,"English Patient, The (1996)",1.0
365,4,Erin Brockovich (2000),4.0
366,4,Everyone Says I Love You (1996),3.0
367,4,Eyes Wide Shut (1999),2.0
368,4,Fantasia (1940),5.0
369,4,Fargo (1996),5.0
370,4,Fight Club (1999),2.0
371,4,"Fish Called Wanda, A (1988)",2.0
372,4,Flirting With Disaster (1996),5.0
373,4,Four Weddings and a Funeral (1994),3.0
374,4,"Fugitive, The (1993)",5.0
375,4,"Full Monty, The (1997)",4.0
376,4,Galaxy Quest (1999),1.0
377,4,Get Shorty (1995),3.0
378,4,Ghost World (2001),1.0
379,4,"Gift, The (2000)",3.0
380,4,"Gods Must Be Crazy, The (1980)",5.0
381,4,Gone with the Wind (1939),5.0
382,4,Good Will Hunting (1997),1.0
383,4,Goodfellas (1990),4.0
384,4,"Grifters, The (1990)",4.0
385,4,Grosse Pointe Blank (1997),4.0
386,4,Groundhog Day (1993),4.0
387,4,Hairspray (1988),5.0
388,4,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.0
389,4,Heavenly Creatures (1994),3.0
390,4,High Fidelity (2000),2.0
391,4,High Noon (1952),5.0
392,4,High Plains Drifter (1973),4.0
393,4,Hook (1991),1.0
394,4,I'm the One That I Want (2000),5.0
395,4,In the Mood For Love (Fa yeung nin wa) (2000),3.0
396,4,In the Name of the Father (1993),5.0
397,4,Indiana Jones and the Last Crusade (1989),4.0
398,4,Innerspace (1987),4.0
399,4,JFK (1991),4.0
400,4,Jeffrey (1995),3.0
401,4,"Jerk, The (1979)",4.0
402,4,"Jungle Book, The (1967)",5.0
403,4,L.A. Confidential (1997),2.0
404,4,L.I.E. (2001),5.0
405,4,Labyrinth (1986),5.0
406,4,"League of Their Own, A (1992)",4.0
407,4,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0
408,4,Life Is Beautiful (La Vita è bella) (1997),1.0
409,4,Like Water for Chocolate (Como agua para chocolate) (1992),5.0
410,4,Little Voice (1998),5.0
411,4,Living in Oblivion (1995),5.0
412,4,Lone Star (1996),4.0
413,4,Love in the Afternoon (1957),3.0
414,4,Magnolia (1999),4.0
415,4,"Man Who Wasn't There, The (2001)",3.0
416,4,Manhattan Murder Mystery (1993),5.0
417,4,Mansfield Park (1999),3.0
418,4,Mars Attacks! (1996),1.0
419,4,"Matrix, The (1999)",1.0
420,4,Maverick (1994),4.0
421,4,Maya Lin: A Strong Clear Vision (1994),3.0
422,4,Memento (2000),2.0
423,4,Men in Black (a.k.a. MIB) (1997),3.0
424,4,Metropolitan (1990),2.0
425,4,Mighty Aphrodite (1995),3.0
426,4,Mission: Impossible (1996),3.0
427,4,Monty Python and the Holy Grail (1975),5.0
428,4,Monty Python's Life of Brian (1979),5.0
429,4,Moulin Rouge (2001),1.0
430,4,Mr. Mom (1983),1.0
431,4,Mulan (1998),3.0
432,4,Muriel's Wedding (1994),5.0
433,4,My Fair Lady (1964),5.0
434,4,My Life in Pink (Ma vie en rose) (1997),3.0
435,4,"Name of the Rose, The (Name der Rose, Der) (1986)",4.0
436,4,"NeverEnding Story III, The (1994)",1.0
437,4,Night on Earth (1991),2.0
438,4,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.0
439,4,No Man's Land (2001),5.0
440,4,Nobody Loves Me (Keiner liebt mich) (1994),4.0
441,4,North by Northwest (1959),5.0
442,4,Notorious (1946),5.0
443,4,"O Brother, Where Art Thou? (2000)",3.0
444,4,"Opposite of Sex, The (1998)",3.0
445,4,"Outlaw Josey Wales, The (1976)",5.0
446,4,"Pajama Game, The (1957)",4.0
447,4,Pecker (1998),1.0
448,4,"Perfect Murder, A (1998)",2.0
449,4,"Philadelphia Story, The (1940)",5.0
450,4,"Piano, The (1993)",1.0
451,4,"Planes, Trains & Automobiles (1987)",3.0
452,4,"Postman, The (Postino, Il) (1994)",3.0
453,4,Pretty in Pink (1986),3.0
454,4,"Princess Bride, The (1987)",5.0
455,4,Psycho (1960),4.0
456,4,Pulp Fiction (1994),1.0
457,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3.0
458,4,Rear Window (1954),4.0
459,4,Rebel Without a Cause (1955),5.0
460,4,Romancing the Stone (1984),4.0
461,4,Run Lola Run (Lola rennt) (1998),5.0
462,4,Rushmore (1998),3.0
463,4,Saboteur (1942),5.0
464,4,Safe (1995),2.0
465,4,"Searchers, The (1956)",5.0
466,4,Series 7: The Contenders (2001),3.0
467,4,Seven (a.k.a. Se7en) (1995),2.0
468,4,Seven Samurai (Shichinin no samurai) (1954),2.0
469,4,Shadow of a Doubt (1943),4.0
470,4,Shallow Grave (1994),5.0
471,4,"Silence of the Lambs, The (1991)",5.0
472,4,Singin' in the Rain (1952),4.0
473,4,Six Degrees of Separation (1993),5.0
474,4,"Sixth Sense, The (1999)",4.0
475,4,Sleeper (1973),5.0
476,4,Sleepless in Seattle (1993),1.0
477,4,Smoke Signals (1998),4.0
478,4,Some Like It Hot (1959),5.0
479,4,Spaceballs (1987),4.0
480,4,"Spanish Prisoner, The (1997)",5.0
481,4,Stand by Me (1986),4.0
482,4,Star Wars: Episode I - The Phantom Menace (1999),1.0
483,4,Star Wars: Episode IV - A New Hope (1977),5.0
484,4,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
485,4,State and Main (2000),3.0
486,4,Strangers on a Train (1951),5.0
487,4,Strictly Ballroom (1992),5.0
488,4,"Sweet Hereafter, The (1997)",4.0
489,4,Swingers (1996),2.0
490,4,"Sword in the Stone, The (1963)",4.0
491,4,"Talented Mr. Ripley, The (1999)",4.0
492,4,There's Something About Mary (1998),3.0
493,4,Thirteen Days (2000),4.0
494,4,This Is Spinal Tap (1984),4.0
495,4,"Thomas Crown Affair, The (1999)",1.0
496,4,To Die For (1995),3.0
497,4,Together (Tillsammans) (2000),3.0
498,4,Tombstone (1993),2.0
499,4,Traffic (2000),5.0
500,4,"Truth About Cats & Dogs, The (1996)",4.0
501,4,Twelfth Night (1996),4.0
502,4,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),2.0
503,4,Under the Sand (2000),4.0
504,4,Unforgiven (1992),4.0
505,4,"Visit, The (2000)",2.0
506,4,Waiting for Guffman (1996),5.0
507,4,Waking Ned Devine (a.k.a. Waking Ned) (1998),4.0
508,4,West Side Story (1961),5.0
509,4,What About Bob? (1991),3.0
510,4,"Wild Bunch, The (1969)",2.0
511,4,Willy Wonka & the Chocolate Factory (1971),4.0
512,4,"Wings of Desire (Himmel über Berlin, Der) (1987)",1.0
513,4,With Honors (1994),2.0
514,4,"Wizard of Oz, The (1939)",5.0
515,4,Wonder Boys (2000),4.0
516,5,Ace Ventura: Pet Detective (1994),3.0
517,5,Addams Family Values (1993),3.0
518,5,Aladdin (1992),4.0
519,5,Apollo 13 (1995),3.0
520,5,Babe (1995),4.0
521,5,Batman (1989),3.0
522,5,Batman Forever (1995),3.0
523,5,Beauty and the Beast (1991),5.0
524,5,Braveheart (1995),4.0
525,5,Clear and Present Danger (1994),3.0
526,5,Clueless (1995),3.0
527,5,Dances with Wolves (1990),5.0
528,5,Dead Man Walking (1995),4.0
529,5,Eat Drink Man Woman (Yin shi nan nu) (1994),4.0
530,5,Fargo (1996),3.0
531,5,Four Weddings and a Funeral (1994),2.0
532,5,"Fugitive, The (1993)",4.0
533,5,Get Shorty (1995),4.0
534,5,Heavenly Creatures (1994),5.0
535,5,In the Line of Fire (1993),4.0
536,5,In the Name of the Father (1993),5.0
537,5,Interview with the Vampire: The Vampire Chronicles (1994),3.0
538,5,Legends of the Fall (1994),1.0
539,5,Like Water for Chocolate (Como agua para chocolate) (1992),3.0
540,5,"Lion King, The (1994)",3.0
541,5,Little Women (1994),4.0
542,5,"Mask, The (1994)",4.0
543,5,Once Were Warriors (1994),5.0
544,5,Pinocchio (1940),5.0
545,5,"Postman, The (Postino, Il) (1994)",5.0
546,5,Pretty Woman (1990),3.0
547,5,Pulp Fiction (1994),5.0
548,5,Quiz Show (1994),3.0
549,5,"Remains of the Day, The (1993)",3.0
550,5,Schindler's List (1993),5.0
551,5,"Secret Garden, The (1993)",4.0
552,5,Shadowlands (1993),3.0
553,5,"Shawshank Redemption, The (1994)",3.0
554,5,Snow White and the Seven Dwarfs (1937),5.0
555,5,Stargate (1994),2.0
556,5,Terminator 2: Judgment Day (1991),3.0
557,5,Toy Story (1995),4.0
558,5,True Lies (1994),2.0
559,5,"Usual Suspects, The (1995)",4.0
560,6,2 Days in the Valley (1996),2.0
561,6,Ace Ventura: Pet Detective (1994),3.0
562,6,Ace Ventura: When Nature Calls (1995),2.0
563,6,Addams Family Values (1993),3.0
564,6,"Age of Innocence, The (1993)",3.0
565,6,Aladdin (1992),5.0
566,6,Aladdin and the King of Thieves (1996),4.0
567,6,All Dogs Go to Heaven 2 (1996),4.0
568,6,"Amazing Panda Adventure, The (1995)",4.0
569,6,"American President, The (1995)",4.0
570,6,Angus (1995),4.0
571,6,Another Stakeout (1993),4.0
572,6,Apollo 13 (1995),4.0
573,6,"Aristocats, The (1970)",5.0
574,6,Babe (1995),4.0
575,6,"Baby-Sitters Club, The (1995)",3.0
576,6,"Babysitter, The (1995)",3.0
577,6,Bad Boys (1995),4.0
578,6,Bad Girls (1994),3.0
579,6,Balto (1995),3.0
580,6,Batman (1989),3.0
581,6,Batman Forever (1995),3.0
582,6,Beauty and the Beast (1991),5.0
583,6,Before and After (1996),3.0
584,6,"Beverly Hillbillies, The (1993)",3.0
585,6,"Big Green, The (1995)",4.0
586,6,Billy Madison (1995),4.0
587,6,Bio-Dome (1996),3.0
588,6,"Birdcage, The (1996)",4.0
589,6,Bitter Moon (1992),3.0
590,6,Black Sheep (1996),2.0
591,6,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),3.0
592,6,Body Snatchers (1993),3.0
593,6,Bonnie and Clyde (1967),3.0
594,6,Boys on the Side (1995),2.0
595,6,Braveheart (1995),5.0
596,6,"Bridges of Madison County, The (1995)",3.0
597,6,Broken Arrow (1996),4.0
598,6,Bullets Over Broadway (1994),3.0
599,6,Bushwhacked (1995),4.0
600,6,"Candidate, The (1972)",4.0
601,6,Candyman: Farewell to the Flesh (1995),3.0
602,6,Carpool (1996),3.0
603,6,Casino (1995),4.0
604,6,Casper (1995),4.0
605,6,Celtic Pride (1996),3.0
606,6,"Chamber, The (1996)",4.0
607,6,Circle of Friends (1995),4.0
608,6,City Hall (1996),3.0
609,6,City Slickers II: The Legend of Curly's Gold (1994),5.0
610,6,Clear and Present Danger (1994),5.0
611,6,"Client, The (1994)",5.0
612,6,Cliffhanger (1993),4.0
613,6,Clockers (1995),3.0
614,6,Cobb (1994),4.0
615,6,Coneheads (1993),3.0
616,6,Congo (1995),5.0
617,6,Cops and Robbersons (1994),3.0
618,6,Copycat (1995),5.0
619,6,"Corrina, Corrina (1994)",4.0
620,6,Courage Under Fire (1996),4.0
621,6,Crimson Tide (1995),3.0
622,6,Crooklyn (1994),3.0
623,6,"Crow, The (1994)",4.0
624,6,"Crow: City of Angels, The (1996)",3.0
625,6,"Cure, The (1995)",3.0
626,6,Cutthroat Island (1995),4.0
627,6,Dances with Wolves (1990),5.0
628,6,Dangerous Ground (1997),3.0
629,6,Dangerous Minds (1995),3.0
630,6,Dave (1993),4.0
631,6,Dead Man Walking (1995),5.0
632,6,Desperado (1995),3.0
633,6,Diabolique (1996),1.0
634,6,Die Hard: With a Vengeance (1995),3.0
635,6,Disclosure (1994),4.0
636,6,Dolores Claiborne (1995),5.0
637,6,Don Juan DeMarco (1995),3.0
638,6,Down Periscope (1996),3.0
639,6,Dumb & Dumber (Dumb and Dumber) (1994),3.0
640,6,Dunston Checks In (1996),3.0
641,6,Emma (1996),4.0
642,6,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",4.0
643,6,Executive Decision (1996),3.0
644,6,Exit to Eden (1994),2.0
645,6,Eye for an Eye (1996),4.0
646,6,Fargo (1996),3.0
647,6,Fatal Instinct (1993),3.0
648,6,Father of the Bride Part II (1995),5.0
649,6,Fear (1996),3.0
650,6,Feeling Minnesota (1996),3.0
651,6,"Firm, The (1993)",4.0
652,6,First Kid (1996),3.0
653,6,First Knight (1995),5.0
654,6,"First Wives Club, The (1996)",5.0
655,6,"Flintstones, The (1994)",4.0
656,6,Flipper (1996),4.0
657,6,Fly Away Home (1996),4.0
658,6,Forget Paris (1995),4.0
659,6,Forrest Gump (1994),5.0
660,6,Four Weddings and a Funeral (1994),3.0
